transaction_id,transaction_time,amount,transaction_type,merchant_category,customer_age,is_fraud
56,2024-01-17 14:59:00,244.15,POS,Healthcare,60,0
57,2024-01-14 12:17:00,76.84,POS,Travel,74,0
58,2024-01-01 17:01:00,91.98,Transfer,Electronics,62,0
59,2024-01-09 02:13:00,23.59,Online,Retail,26,0
60,2024-01-10 07:37:00,44.92,POS,Food,48,0
61,2024-01-29 07:17:00,31.4,POS,Electronics,24,0
62,2024-01-07 17:32:00,62.39,POS,Electronics,26,1
63,2024-01-05 18:33:00,121.92,POS,Retail,30,0
64,2024-01-04 22:35:00,35.63,POS,Healthcare,20,0
65,2024-01-01 02:41:00,119.97,POS,Food,52,0
66,2024-01-26 17:45:00,7.23,Online,Electronics,50,0
67,2024-01-19 10:37:00,18.35,POS,Travel,38,0
68,2024-01-24 10:43:00,38.51,Online,Electronics,48,0
69,2024-01-23 15:26:00,109.07,POS,Food,69,0
70,2024-01-09 00:14:00,135.18,Online,Electronics,51,0
71,2024-01-21 05:27:00,70.16,POS,Retail,49,0
72,2024-01-29 01:17:00,159.48,Transfer,Electronics,74,1
73,2024-01-18 22:51:00,154.71,Transfer,Electronics,52,0
74,2024-01-01 16:56:00,1.91,POS,Travel,32,0
75,2024-01-17 20:13:00,50.06,POS,Retail,73,0
76,2024-01-17 20:36:00,461.38,POS,Retail,49,1
77,2024-01-17 03:27:00,110.92,POS,Electronics,23,0
78,2024-01-17 21:00:00,49.36,Transfer,Travel,62,0
79,2024-01-06 22:09:00,283.13,Online,Electronics,38,0
80,2024-01-12 23:42:00,177.74,Transfer,Electronics,50,0
81,2024-01-07 10:28:00,36.93,Transfer,Food,49,0
82,2024-01-15 18:31:00,124.37,POS,Food,69,0
83,2024-01-09 11:05:00,108.69,Online,Travel,36,0
84,2024-01-15 18:03:00,61.54,Online,Healthcare,50,0
85,2024-01-28 03:39:00,54.87,Transfer,Food,45,0
86,2024-01-06 22:51:00,50.51,Online,Healthcare,48,0
87,2024-01-28 18:16:00,115.22,Transfer,Retail,38,0
88,2024-01-27 10:04:00,70.1,POS,Food,71,0
89,2024-01-29 07:34:00,213.96,Online,Food,51,0
90,2024-01-02 18:48:00,132.9,Transfer,Travel,32,0
91,2024-01-02 09:47:00,8.7,POS,Healthcare,31,0
92,2024-01-02 20:55:00,122.65,POS,Food,36,0
93,2024-01-04 15:38:00,37.95,POS,Food,60,0
94,2024-01-16 06:42:00,107.82,Online,Travel,32,0
95,2024-01-28 10:24:00,136.78,POS,Travel,23,0
96,2024-01-24 00:39:00,31.49,Online,Healthcare,69,0
97,2024-01-10 17:06:00,73.25,Transfer,Retail,26,0
98,2024-01-09 19:06:00,25.33,Transfer,Retail,54,0
99,2024-01-27 20:20:00,6.45,Online,Electronics,37,0
100,2024-01-03 11:21:00,57.07,POS,Food,51,0
101,2024-01-19 15:34:00,54.11,POS,Healthcare,55,0
102,2024-01-28 01:12:00,647.92,Online,Food,43,0
103,2024-01-16 17:42:00,70.95,Transfer,Healthcare,35,0
104,2024-01-06 19:52:00,48.7,Online,Healthcare,45,0
105,2024-01-22 04:55:00,104.24,Online,Healthcare,72,0
106,2024-01-10 01:47:00,11.15,POS,Food,68,0
107,2024-01-17 09:19:00,391.37,POS,Travel,26,0
108,2024-01-25 11:02:00,120.93,POS,Food,49,0
109,2024-01-09 05:17:00,168.7,POS,Healthcare,70,0
110,2024-01-10 17:59:00,22.43,POS,Electronics,73,0
111,2024-01-22 09:38:00,63.21,POS,Retail,23,0
112,2024-01-14 06:35:00,65.92,Online,Healthcare,31,0
113,2024-01-08 14:45:00,206.99,Online,Electronics,45,0
114,2024-01-18 00:58:00,0.15,Online,Travel,41,0
115,2024-01-30 12:50:00,42.95,Online,Healthcare,30,0
116,2024-01-04 12:16:00,1074.21,POS,Electronics,60,1
117,2024-01-23 13:22:00,77.3,Online,Healthcare,29,0
118,2024-01-06 15:10:00,57.85,Online,Food,68,0
119,2024-01-10 13:33:00,15.32,Online,Electronics,36,0
120,2024-01-19 22:26:00,438.72,Transfer,Food,38,0
121,2024-01-13 02:12:00,2.43,Transfer,Food,44,0
122,2024-01-24 02:30:00,160.35,POS,Electronics,36,0
123,2024-01-05 19:10:00,175.63,Transfer,Retail,41,0
124,2024-01-18 16:06:00,33.51,POS,Electronics,43,0
125,2024-01-01 03:26:00,300.83,POS,Retail,62,1
126,2024-01-15 22:38:00,11.7,Online,Healthcare,45,0
127,2024-01-16 12:41:00,35.65,POS,Healthcare,63,0
128,2024-01-17 06:19:00,186.08,POS,Electronics,73,0
129,2024-01-29 20:03:00,240.02,POS,Healthcare,35,0
130,2024-01-16 13:23:00,112.53,POS,Travel,61,0
131,2024-01-13 14:21:00,84.83,POS,Food,53,0
132,2024-01-11 07:00:00,46.88,POS,Food,59,1
133,2024-01-29 00:22:00,7.82,Transfer,Retail,46,0
134,2024-01-05 10:14:00,15.02,Online,Healthcare,34,0
135,2024-01-02 03:58:00,30.95,POS,Retail,21,0
136,2024-01-24 11:47:00,50.17,POS,Food,61,0
137,2024-01-12 05:58:00,57.54,POS,Food,62,0
138,2024-01-07 21:14:00,51.02,POS,Healthcare,46,0
139,2024-01-20 08:50:00,32.78,Online,Travel,21,0
140,2024-01-16 11:39:00,85.53,POS,Travel,27,0
141,2024-01-30 13:17:00,209.35,Online,Healthcare,42,0
142,2024-01-02 20:53:00,39.37,POS,Healthcare,48,0
143,2024-01-21 11:07:00,342.48,POS,Retail,20,0
144,2024-01-21 15:23:00,247.95,POS,Healthcare,64,0
145,2024-01-03 12:27:00,21.17,Online,Travel,19,0
146,2024-01-19 00:19:00,185.17,POS,Healthcare,74,0
147,2024-01-30 19:41:00,102.56,Online,Retail,42,0
148,2024-01-16 03:54:00,100.32,Transfer,Retail,66,0
149,2024-01-13 12:47:00,59.52,Transfer,Retail,23,0
150,2024-01-19 03:05:00,83.45,Transfer,Retail,43,0
151,2024-01-08 02:30:00,60.74,POS,Electronics,25,0
152,2024-01-11 21:47:00,93.11,POS,Healthcare,52,0
153,2024-01-16 06:16:00,118.65,Online,Food,44,0
154,2024-01-17 12:16:00,134.61,Online,Healthcare,42,0
155,2024-01-21 21:20:00,205.43,POS,Electronics,35,1
156,2024-01-01 21:46:00,153.37,POS,Retail,71,0
157,2024-01-05 16:56:00,41.16,Transfer,Electronics,18,1
158,2024-01-19 22:11:00,28.59,Online,Travel,65,0
159,2024-01-07 13:54:00,204.94,Transfer,Travel,56,0
160,2024-01-28 23:34:00,46.73,POS,Healthcare,20,0
161,2024-01-16 05:59:00,2.78,POS,Healthcare,72,0
162,2024-01-04 20:10:00,20.04,Online,Food,21,0
163,2024-01-21 08:40:00,30.37,Online,Food,58,0
164,2024-01-03 14:28:00,378.49,POS,Travel,54,0
165,2024-01-23 04:48:00,102.13,POS,Retail,68,0
166,2024-01-23 14:42:00,323.89,Online,Electronics,32,0
167,2024-01-10 09:45:00,102.73,POS,Food,25,0
168,2024-01-01 11:03:00,78.32,Transfer,Food,55,0
169,2024-01-25 03:26:00,45.18,POS,Retail,67,0
170,2024-01-06 13:14:00,111.88,Transfer,Retail,36,0
171,2024-01-20 11:01:00,17.99,Online,Healthcare,73,0
172,2024-01-22 01:03:00,274.24,Online,Electronics,64,0
173,2024-01-03 07:04:00,212.16,POS,Retail,43,0
174,2024-01-28 07:53:00,45.84,Online,Food,56,0
175,2024-01-13 06:35:00,366.4,Online,Food,27,0
176,2024-01-17 14:58:00,209.29,Online,Travel,55,0
177,2024-01-17 10:24:00,296.53,Online,Retail,31,1
178,2024-01-02 03:16:00,15.58,Online,Healthcare,66,0
179,2024-01-14 22:40:00,78.06,Online,Electronics,58,0
180,2024-01-20 06:08:00,190.59,Online,Healthcare,36,1
181,2024-01-19 13:36:00,31.76,Online,Food,47,0
182,2024-01-20 21:53:00,10.0,POS,Healthcare,22,0
183,2024-01-27 01:05:00,179.92,POS,Food,72,0
184,2024-01-01 14:14:00,15.62,POS,Food,48,0
185,2024-01-18 01:08:00,108.25,Online,Food,24,0
186,2024-01-27 19:43:00,330.71,Online,Food,36,0
187,2024-01-06 03:12:00,250.6,POS,Food,48,0
188,2024-01-15 23:16:00,39.05,POS,Travel,69,0
189,2024-01-27 18:39:00,228.82,POS,Healthcare,56,0
190,2024-01-19 06:29:00,0.04,Online,Travel,41,0
191,2024-01-16 05:19:00,2.14,Transfer,Travel,51,0
192,2024-01-04 10:11:00,110.72,Online,Retail,74,0
193,2024-01-23 21:30:00,54.46,POS,Retail,40,0
194,2024-01-09 19:28:00,58.62,POS,Retail,65,0
195,2024-01-18 14:22:00,99.74,POS,Electronics,62,0
196,2024-01-26 19:17:00,25.55,Online,Retail,57,0
197,2024-01-02 14:47:00,28.55,Online,Healthcare,23,0
198,2024-01-29 07:32:00,79.54,POS,Travel,55,0
199,2024-01-29 03:45:00,168.41,Online,Healthcare,58,0
200,2024-01-01 03:17:00,115.95,Online,Retail,53,0
201,2024-01-17 07:49:00,42.35,Online,Electronics,44,0
202,2024-01-25 02:18:00,67.53,POS,Electronics,28,0
203,2024-01-11 11:27:00,22.46,Online,Travel,22,0
204,2024-01-16 17:51:00,9.31,Transfer,Healthcare,74,0
205,2024-01-18 11:44:00,183.17,POS,Food,34,0
206,2024-01-20 08:08:00,37.01,Transfer,Healthcare,69,0
207,2024-01-30 05:47:00,23.49,Transfer,Retail,24,0
208,2024-01-15 08:26:00,141.17,POS,Food,44,0
209,2024-01-11 21:48:00,115.5,Online,Electronics,64,0
210,2024-01-19 07:30:00,120.35,Online,Travel,74,0
211,2024-01-02 22:51:00,31.19,Online,Travel,32,0
212,2024-01-05 13:06:00,71.55,POS,Electronics,63,1
213,2024-01-25 03:14:00,29.94,Online,Retail,30,0
214,2024-01-21 23:26:00,22.9,Online,Electronics,28,0
215,2024-01-29 13:06:00,127.96,Online,Retail,62,0
216,2024-01-08 22:11:00,226.08,Transfer,Food,43,0
217,2024-01-03 00:31:00,154.62,Online,Electronics,39,0
218,2024-01-02 04:54:00,188.48,Online,Retail,45,0
219,2024-01-13 15:47:00,62.26,Online,Food,41,0
220,2024-01-07 00:40:00,127.38,Transfer,Electronics,46,0
221,2024-01-14 10:40:00,52.48,POS,Travel,26,0
222,2024-01-13 17:43:00,89.46,Online,Electronics,59,0
223,2024-01-04 23:59:00,78.85,Online,Healthcare,21,0
224,2024-01-17 00:38:00,23.36,Online,Electronics,66,0
225,2024-01-25 09:53:00,58.74,Online,Healthcare,63,0
226,2024-01-08 17:11:00,398.32,Transfer,Food,73,0
227,2024-01-27 01:04:00,34.29,POS,Electronics,35,0
228,2024-01-02 06:02:00,17.24,POS,Food,60,0
229,2024-01-06 15:55:00,65.07,Transfer,Food,33,0
230,2024-01-06 15:20:00,422.1,Online,Retail,50,1
231,2024-01-28 08:24:00,104.72,POS,Food,46,0
232,2024-01-16 05:18:00,137.1,Transfer,Food,56,0
233,2024-01-15 04:45:00,25.24,Online,Electronics,27,0
234,2024-01-22 01:06:00,260.68,POS,Electronics,26,1
235,2024-01-12 13:26:00,46.9,Online,Travel,48,0
236,2024-01-22 13:45:00,215.71,Online,Retail,45,0
237,2024-01-18 11:59:00,119.08,Online,Food,74,0
238,2024-01-30 03:36:00,26.61,Online,Retail,20,0
239,2024-01-12 08:51:00,8.02,POS,Healthcare,71,0
240,2024-01-09 05:15:00,5.23,Transfer,Food,72,0
241,2024-01-02 10:09:00,55.71,POS,Retail,31,0
242,2024-01-22 22:56:00,37.09,Transfer,Travel,42,0
243,2024-01-27 12:31:00,124.65,POS,Travel,32,0
244,2024-01-15 12:52:00,83.02,Online,Food,19,0
245,2024-01-21 17:35:00,37.11,POS,Healthcare,41,0
246,2024-01-05 23:18:00,19.39,Online,Travel,31,0
247,2024-01-30 20:56:00,16.33,POS,Travel,65,0
248,2024-01-06 03:20:00,240.0,Transfer,Healthcare,24,0
249,2024-01-30 14:42:00,33.48,Online,Retail,53,0
250,2024-01-11 12:31:00,126.57,POS,Travel,67,0
251,2024-01-01 19:14:00,199.72,POS,Electronics,41,0
252,2024-01-04 02:59:00,114.26,POS,Travel,44,0
253,2024-01-05 08:55:00,235.56,Online,Retail,54,0
254,2024-01-09 11:03:00,59.79,Online,Retail,55,0
255,2024-01-21 08:19:00,375.44,Online,Food,47,0
256,2024-01-09 22:34:00,17.15,Online,Electronics,44,0
257,2024-01-23 17:11:00,12.93,Online,Retail,56,0
258,2024-01-04 20:19:00,129.0,POS,Healthcare,32,0
259,2024-01-30 10:45:00,343.41,Online,Electronics,43,0
260,2024-01-02 18:37:00,198.58,Transfer,Electronics,18,0
261,2024-01-27 15:20:00,9.54,POS,Healthcare,73,0
262,2024-01-12 10:42:00,39.32,POS,Travel,21,0
263,2024-01-02 12:40:00,319.66,Online,Healthcare,46,0
264,2024-01-03 01:21:00,35.01,POS,Healthcare,74,0
265,2024-01-15 19:57:00,182.34,Transfer,Travel,18,0
266,2024-01-09 07:29:00,209.25,Online,Travel,60,0
267,2024-01-02 23:49:00,82.09,Online,Travel,67,0
268,2024-01-20 21:23:00,58.6,POS,Travel,63,0
269,2024-01-18 04:16:00,71.77,Online,Travel,39,0
270,2024-01-27 17:07:00,30.89,Online,Healthcare,28,0
271,2024-01-17 04:48:00,264.21,Online,Food,27,0
272,2024-01-18 23:16:00,71.88,Online,Food,34,0
273,2024-01-15 18:55:00,256.92,POS,Retail,53,0
274,2024-01-03 18:27:00,30.17,Online,Food,73,1
275,2024-01-16 13:19:00,533.53,Transfer,Food,64,0
276,2024-01-24 14:26:00,70.28,POS,Healthcare,43,0
277,2024-01-15 12:00:00,5.88,POS,Travel,65,0
278,2024-01-04 06:55:00,4.65,POS,Travel,38,0
279,2024-01-04 03:55:00,164.55,Transfer,Healthcare,30,0
280,2024-01-30 02:34:00,129.12,Online,Food,26,0
281,2024-01-29 08:18:00,194.42,Transfer,Healthcare,28,0
282,2024-01-14 18:30:00,13.36,POS,Retail,28,0
283,2024-01-13 02:29:00,4.35,POS,Travel,23,0
284,2024-01-05 18:53:00,85.25,POS,Electronics,18,0
285,2024-01-10 23:33:00,58.84,Online,Retail,71,0
286,2024-01-03 09:16:00,74.38,Online,Retail,23,0
287,2024-01-07 01:54:00,573.38,POS,Healthcare,30,0
288,2024-01-08 09:57:00,423.82,Online,Food,39,0
289,2024-01-05 02:15:00,342.33,POS,Travel,73,0
290,2024-01-14 16:58:00,183.81,Online,Electronics,48,0
291,2024-01-22 08:26:00,52.59,Online,Retail,39,0
292,2024-01-23 11:12:00,63.75,Online,Electronics,54,0
293,2024-01-28 15:10:00,95.72,Online,Food,64,0
294,2024-01-30 02:39:00,213.01,POS,Food,44,0
295,2024-01-04 21:20:00,19.23,Online,Electronics,67,1
296,2024-01-21 05:24:00,66.26,Transfer,Travel,69,0
297,2024-01-20 04:43:00,10.35,POS,Food,31,0
298,2024-01-29 07:24:00,86.75,Online,Electronics,64,0
299,2024-01-07 06:07:00,275.0,POS,Retail,22,0
300,2024-01-26 23:30:00,183.06,Transfer,Electronics,53,0
301,2024-01-29 02:07:00,31.03,POS,Electronics,49,0
302,2024-01-06 16:48:00,447.52,Online,Healthcare,51,0
303,2024-01-13 21:49:00,297.38,Transfer,Food,24,1
304,2024-01-13 02:53:00,1.26,POS,Travel,59,0
305,2024-01-26 03:32:00,35.39,Online,Travel,65,0
306,2024-01-23 15:55:00,36.25,Online,Healthcare,27,0
307,2024-01-24 11:48:00,8.61,POS,Travel,67,0
308,2024-01-13 23:51:00,385.75,Online,Electronics,34,0
309,2024-01-03 09:00:00,78.07,POS,Healthcare,47,0
310,2024-01-22 16:16:00,271.39,Online,Retail,38,0
311,2024-01-01 05:01:00,46.67,Transfer,Food,30,0
312,2024-01-01 11:39:00,16.06,POS,Food,18,0
313,2024-01-01 03:10:00,77.17,Online,Food,18,0
314,2024-01-08 06:52:00,14.52,Online,Electronics,64,0
315,2024-01-25 19:43:00,179.83,POS,Retail,50,1
316,2024-01-05 05:42:00,683.41,POS,Healthcare,55,1
317,2024-01-14 17:38:00,88.27,POS,Healthcare,42,0
318,2024-01-19 12:01:00,115.01,Online,Food,43,0
319,2024-01-25 00:24:00,20.44,Online,Retail,30,0
320,2024-01-23 17:45:00,12.09,Online,Retail,45,1
321,2024-01-17 00:53:00,14.09,POS,Retail,50,0
322,2024-01-01 09:29:00,109.52,Online,Travel,54,0
323,2024-01-27 12:50:00,11.98,Online,Travel,58,0
324,2024-01-25 01:43:00,56.59,POS,Food,47,0
325,2024-01-26 10:31:00,95.85,Transfer,Retail,74,0
326,2024-01-06 04:15:00,59.05,Online,Retail,66,0
327,2024-01-03 18:54:00,48.3,Online,Healthcare,65,1
328,2024-01-08 16:53:00,38.39,POS,Healthcare,25,0
329,2024-01-13 13:10:00,316.26,POS,Food,66,0
330,2024-01-25 20:17:00,135.23,Online,Retail,64,0
331,2024-01-12 11:38:00,82.23,Transfer,Food,73,0
332,2024-01-08 10:49:00,1.54,POS,Healthcare,18,0
333,2024-01-24 17:37:00,585.8,Online,Healthcare,29,0
334,2024-01-01 13:04:00,133.57,Online,Travel,22,0
335,2024-01-20 06:31:00,102.99,POS,Food,41,1
336,2024-01-29 09:04:00,253.7,POS,Food,23,0
337,2024-01-29 00:08:00,35.88,Online,Retail,42,0
338,2024-01-09 16:53:00,94.24,POS,Retail,18,0
339,2024-01-28 20:31:00,121.3,POS,Travel,42,0
340,2024-01-28 18:14:00,67.5,Online,Electronics,18,1
341,2024-01-05 00:41:00,460.19,POS,Electronics,49,0
342,2024-01-14 07:50:00,165.49,Transfer,Electronics,59,0
343,2024-01-27 21:54:00,97.92,Online,Food,59,0
344,2024-01-21 13:12:00,23.9,Online,Food,20,0
345,2024-01-08 09:27:00,6.64,Online,Healthcare,66,0
346,2024-01-07 01:16:00,46.29,Transfer,Food,36,0
347,2024-01-17 05:15:00,167.9,Transfer,Food,60,0
348,2024-01-16 06:49:00,37.66,Online,Food,46,0
349,2024-01-17 22:16:00,93.07,POS,Travel,67,0
350,2024-01-04 07:40:00,156.21,POS,Food,19,0
351,2024-01-02 15:28:00,13.71,POS,Retail,26,0
352,2024-01-09 08:39:00,138.74,Online,Retail,73,0
353,2024-01-05 14:55:00,11.56,Online,Healthcare,34,0
354,2024-01-29 10:21:00,402.73,Online,Travel,63,0
355,2024-01-04 02:55:00,80.42,POS,Retail,53,0
356,2024-01-08 13:33:00,19.6,Online,Travel,34,0
357,2024-01-18 17:47:00,50.3,Transfer,Travel,66,0
358,2024-01-16 13:06:00,64.01,Online,Healthcare,29,0
359,2024-01-10 07:23:00,170.35,Online,Travel,37,0
360,2024-01-23 06:57:00,163.24,POS,Food,67,0
361,2024-01-10 02:41:00,113.59,POS,Travel,20,0
362,2024-01-08 14:46:00,13.44,Online,Healthcare,60,0
363,2024-01-24 08:21:00,19.72,Online,Healthcare,74,0
364,2024-01-20 15:52:00,11.81,Transfer,Healthcare,67,0
365,2024-01-16 17:57:00,103.29,Online,Retail,21,0
366,2024-01-22 17:29:00,251.6,Online,Food,34,0
367,2024-01-22 13:04:00,68.26,POS,Retail,67,0
368,2024-01-30 15:15:00,21.04,Online,Electronics,54,0
369,2024-01-04 07:37:00,97.98,POS,Food,63,0
370,2024-01-21 15:49:00,200.4,Online,Travel,59,0
371,2024-01-11 15:38:00,162.44,Online,Healthcare,32,0
372,2024-01-02 17:31:00,255.89,Online,Electronics,50,0
373,2024-01-19 21:56:00,39.07,Online,Food,33,0
374,2024-01-11 03:19:00,25.87,Online,Retail,28,0
375,2024-01-14 13:08:00,254.25,Online,Healthcare,72,0
376,2024-01-03 02:51:00,128.6,POS,Retail,37,0
377,2024-01-16 00:06:00,44.69,Online,Food,55,0
378,2024-01-16 01:39:00,162.74,Online,Food,41,0
379,2024-01-01 14:36:00,202.56,Transfer,Electronics,71,0
380,2024-01-23 06:53:00,114.53,POS,Travel,33,0
381,2024-01-03 21:02:00,314.61,Online,Retail,47,1
382,2024-01-11 13:22:00,56.45,Transfer,Electronics,51,0
383,2024-01-28 14:14:00,92.84,Online,Healthcare,18,0
384,2024-01-05 21:59:00,89.12,Online,Travel,41,0
385,2024-01-06 13:07:00,226.1,POS,Electronics,41,0
386,2024-01-28 11:27:00,219.88,POS,Retail,26,0
387,2024-01-21 02:20:00,214.54,Online,Food,39,0
388,2024-01-26 20:33:00,2.99,Online,Healthcare,29,1
389,2024-01-12 19:39:00,166.14,POS,Retail,34,0
390,2024-01-13 13:17:00,170.59,Online,Travel,42,0
391,2024-01-19 05:38:00,136.13,Transfer,Travel,45,0
392,2024-01-15 16:16:00,169.4,Online,Food,32,0
393,2024-01-06 18:31:00,221.4,Transfer,Food,47,0
394,2024-01-12 22:54:00,76.26,POS,Healthcare,68,0
395,2024-01-10 18:58:00,83.67,POS,Healthcare,44,0
396,2024-01-20 14:51:00,15.98,POS,Food,39,0
397,2024-01-27 08:25:00,58.41,POS,Food,27,0
398,2024-01-19 00:25:00,123.73,Online,Travel,48,0
399,2024-01-18 13:56:00,409.58,Online,Food,44,1
400,2024-01-23 08:57:00,29.39,Online,Electronics,29,0
401,2024-01-06 18:28:00,17.8,Transfer,Retail,63,0
402,2024-01-05 03:09:00,130.54,POS,Food,48,0
403,2024-01-01 19:10:00,0.23,Online,Healthcare,49,0
404,2024-01-17 15:04:00,23.58,Online,Electronics,49,0
405,2024-01-25 02:19:00,3.54,Online,Healthcare,58,0
406,2024-01-07 09:24:00,21.91,POS,Electronics,62,0
407,2024-01-01 18:01:00,24.01,POS,Food,52,0
408,2024-01-21 08:25:00,58.86,POS,Retail,70,0
409,2024-01-12 17:36:00,61.77,Transfer,Healthcare,63,0
410,2024-01-06 10:05:00,248.83,Online,Electronics,38,0
411,2024-01-04 15:17:00,85.63,POS,Travel,27,0
412,2024-01-14 22:16:00,154.22,Online,Food,33,0
413,2024-01-03 07:43:00,13.2,Online,Retail,24,0
414,2024-01-10 09:00:00,30.66,Online,Food,21,0
415,2024-01-21 09:35:00,145.66,Online,Travel,44,0
416,2024-01-07 17:02:00,6.51,Transfer,Retail,69,0
417,2024-01-12 18:44:00,180.12,Online,Travel,72,1
418,2024-01-06 15:30:00,109.77,POS,Food,42,0
419,2024-01-14 13:31:00,110.6,Transfer,Electronics,48,0
420,2024-01-02 03:59:00,2.78,POS,Food,28,0
421,2024-01-03 10:26:00,46.65,Online,Food,65,0
422,2024-01-10 05:24:00,121.43,POS,Food,37,0
423,2024-01-06 00:53:00,19.36,Online,Healthcare,53,0
424,2024-01-14 06:48:00,321.2,POS,Travel,71,1
425,2024-01-20 09:32:00,164.42,POS,Travel,71,0
426,2024-01-07 13:15:00,1084.97,POS,Travel,72,1
427,2024-01-10 05:36:00,28.26,Online,Healthcare,34,0
428,2024-01-22 03:25:00,209.25,POS,Electronics,62,0
429,2024-01-10 04:45:00,88.15,Online,Food,28,0
430,2024-01-21 05:24:00,126.33,Online,Electronics,47,1
431,2024-01-21 18:19:00,15.66,Online,Healthcare,52,0
432,2024-01-25 11:27:00,159.59,Online,Travel,58,0
433,2024-01-21 07:02:00,32.28,Online,Food,55,0
434,2024-01-19 04:51:00,55.72,POS,Retail,39,0
435,2024-01-26 20:20:00,7.75,Transfer,Retail,70,0
436,2024-01-19 12:06:00,193.96,Online,Electronics,60,0
437,2024-01-27 20:09:00,174.59,Online,Travel,65,0
438,2024-01-17 00:09:00,158.74,Online,Retail,68,0
439,2024-01-10 18:29:00,42.71,Online,Electronics,44,0
440,2024-01-23 15:00:00,22.86,Online,Healthcare,54,0
441,2024-01-23 02:43:00,121.79,Transfer,Electronics,63,0
442,2024-01-02 23:29:00,82.26,Online,Electronics,66,0
443,2024-01-28 21:18:00,23.56,Online,Electronics,52,0
444,2024-01-17 04:09:00,138.97,Online,Food,21,0
445,2024-01-25 11:37:00,566.96,Transfer,Electronics,33,0
446,2024-01-07 19:43:00,371.57,POS,Electronics,33,1
447,2024-01-30 03:35:00,363.94,Transfer,Food,38,1
448,2024-01-07 15:00:00,360.24,POS,Food,43,0
449,2024-01-12 08:44:00,27.22,Online,Healthcare,74,0
450,2024-01-04 04:51:00,100.04,Online,Travel,53,0
451,2024-01-20 05:03:00,467.34,POS,Retail,36,0
452,2024-01-27 20:06:00,21.68,Online,Retail,34,0
453,2024-01-22 12:17:00,144.58,POS,Electronics,62,0
